id,status,representative_case_id,similarity,cluster_id,domain,role,type,difficulty,time_semantics,coverage_signature,reason,product_loop_status,product_feature_key,management_entry_status,backend_api_status,data_facts_status,missing_components,question,expected_target,notes
"BQ1837","ROTATE","BQ1828","1.0000","C0774","供应链域","库存","action","high","quarter","2700bc96ecb3ea00","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","supply_quote_procurement","present","present","present","","生成这个季度的供应商结算","supply-platform API","高风险"
"BQ1838","KEEP","BQ1838","1.0000","C0778","供应链域","库存","action","high","none","eb6c8881344c29ab","coverage_representative","current_release_test","supply_quote_procurement","present","present","present","","登记这批小气泡一次性探头的收货","supply-platform API","高风险"
"BQ1839","ROTATE","BQ1833","0.8824","C0771","供应链域","库存","action","high","none","877ff565df23970d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","supply_quote_procurement","present","present","present","","给屏障修护乳向最优供应商下采购单","supply-platform API","高风险"
"BQ1840","REVIEW","BQ1840","1.0000","product-loop:ambiguous_named_business_period","供应链域","库存","action","high","campaign_period","8713eff94d59cc0c","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","生成双十一期间的供应商结算","supply-platform API","高风险"
"BQ1841","KEEP","BQ1841","1.0000","C0779","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","legacy_gate_required","current_release_test","industry_benchmark","present","present","present","","行业里头皮舒缓养护的参考价是多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1842","KEEP","BQ1842","1.0000","C0780","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","有哪些行业服务模板可以采纳","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1843","KEEP","BQ1843","1.0000","C0781","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","季节屏障养护的标准疗程是几次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1844","KEEP","BQ1844","1.0000","C0782","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","行业薪酬基准里美容师大概多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1845","KEEP","BQ1845","1.0000","C0783","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","有哪些行业知识条目","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1846","KEEP","BQ1846","1.0000","C0784","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","季节屏障养护的行业推荐频次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1847","KEEP","BQ1847","1.0000","C0785","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","行业里胶原焕活提拉的参考价是多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1848","KEEP","BQ1848","1.0000","C0786","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","深层补水护理的标准疗程是几次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1849","KEEP","BQ1849","1.0000","C0787","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","深层补水护理的行业推荐频次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1850","KEEP","BQ1850","1.0000","C0788","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","行业里水氧清洁焕肤的参考价是多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1851","KEEP","BQ1851","1.0000","C0789","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","洗面护理的标准疗程是几次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1852","KEEP","BQ1852","1.0000","C0790","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","洗面护理的行业推荐频次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1853","KEEP","BQ1853","1.0000","C0791","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","行业里背部净透护理的参考价是多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1854","KEEP","BQ1854","1.0000","C0792","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","肩颈舒压养护的标准疗程是几次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1855","KEEP","BQ1855","1.0000","C0793","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","肩颈舒压养护的行业推荐频次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1856","KEEP","BQ1856","1.0000","C0794","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","行业里敏感肌舒缓修护的参考价是多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1857","KEEP","BQ1857","1.0000","C0795","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","眼周紧致护理的标准疗程是几次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1858","KEEP","BQ1858","1.0000","C0796","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","眼周紧致护理的行业推荐频次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1859","ROTATE","BQ1853","0.8125","C0791","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","行业里手部细嫩护理的参考价是多少","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1860","KEEP","BQ1860","1.0000","C0797","行业域","店长","query_single","easy","none","4b5196a4122d2ffc","coverage_representative","current_release_test","industry_benchmark","present","present","present","","小气泡清洁护理的标准疗程是几次","IndustryServiceTemplate/SalaryBenchmark",""
"BQ1861","KEEP","BQ1861","1.0000","C0798","行业域","店长","query_cross","medium","none","415f63c4a0778a39","legacy_gate_required","current_release_test","industry_benchmark","present","present","present","","我的紧致抗衰护理定价和行业比高还是低","Industry×本店数据","对标"
"BQ1862","KEEP","BQ1862","1.0000","C0799","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的薪酬水平和行业基准差多少","Industry×本店数据","对标"
"BQ1863","KEEP","BQ1863","1.0000","C0800","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","哪些行业模板还没被采纳","Industry×本店数据","对标"
"BQ1864","KEEP","BQ1864","1.0000","C0801","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的项目结构和行业标杆的差距","Industry×本店数据","对标"
"BQ1865","KEEP","BQ1865","1.0000","C0802","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的精华导入护理疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1866","KEEP","BQ1866","1.0000","C0803","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的头皮舒缓养护定价和行业比高还是低","Industry×本店数据","对标"
"BQ1867","KEEP","BQ1867","1.0000","C0804","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的痘肌净颜舒缓护理疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1868","KEEP","BQ1868","1.0000","C0805","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的胶原焕活提拉定价和行业比高还是低","Industry×本店数据","对标"
"BQ1869","KEEP","BQ1869","1.0000","C0806","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的全身精油 SPA疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1870","KEEP","BQ1870","1.0000","C0807","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的水氧清洁焕肤定价和行业比高还是低","Industry×本店数据","对标"
"BQ1871","KEEP","BQ1871","1.0000","C0808","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的晒后舒缓修护疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1872","KEEP","BQ1872","1.0000","C0809","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的背部净透护理定价和行业比高还是低","Industry×本店数据","对标"
"BQ1873","KEEP","BQ1873","1.0000","C0810","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的亮肤淡斑管理疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1874","KEEP","BQ1874","1.0000","C0811","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的敏感肌舒缓修护定价和行业比高还是低","Industry×本店数据","对标"
"BQ1875","KEEP","BQ1875","1.0000","C0812","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的射频紧致提升护理疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1876","ROTATE","BQ1872","0.8333","C0809","行业域","店长","query_cross","medium","none","415f63c4a0778a39","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","我的手部细嫩护理定价和行业比高还是低","Industry×本店数据","对标"
"BQ1877","ROTATE","BQ1875","0.8000","C0812","行业域","店长","query_cross","medium","none","415f63c4a0778a39","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","我的紧致抗衰护理疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1878","KEEP","BQ1878","1.0000","C0813","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的季节屏障养护定价和行业比高还是低","Industry×本店数据","对标"
"BQ1879","ROTATE","BQ1871","0.8333","C0808","行业域","店长","query_cross","medium","none","415f63c4a0778a39","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","我的头皮舒缓养护疗程设置和行业一致吗","Industry×本店数据","对标"
"BQ1880","KEEP","BQ1880","1.0000","C0814","行业域","店长","query_cross","medium","none","415f63c4a0778a39","coverage_representative","current_release_test","industry_benchmark","present","present","present","","我的深层补水护理定价和行业比高还是低","Industry×本店数据","对标"
"BQ1881","KEEP","BQ1881","1.0000","C0815","行业域","店长","advice","hard","none","7d79fbdebc609b6f","legacy_gate_required","current_release_test","industry_benchmark","present","present","present","","参考行业标杆我的定价该怎么调","行业对标建议",""
"BQ1882","KEEP","BQ1882","1.0000","C0816","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","行业里有哪些新项目值得引进","行业对标建议",""
"BQ1883","KEEP","BQ1883","1.0000","C0817","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","对标行业我的人效差在哪","行业对标建议",""
"BQ1884","KEEP","BQ1884","1.0000","C0818","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","根据行业知识给我经营改进建议","行业对标建议",""
"BQ1885","KEEP","BQ1885","1.0000","C0819","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","头皮舒缓养护怎么参考行业做优化","行业对标建议",""
"BQ1886","KEEP","BQ1886","1.0000","C0820","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","精华导入护理的定价参考行业该怎么调整","行业对标建议",""
"BQ1887","KEEP","BQ1887","1.0000","C0821","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","针对手部细嫩护理行业标杆有什么改进建议","行业对标建议",""
"BQ1888","KEEP","BQ1888","1.0000","C0822","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","射频紧致提升护理的疗程设置怎么向行业看齐","行业对标建议",""
"BQ1889","KEEP","BQ1889","1.0000","C0823","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","胶原焕活提拉怎么参考行业做优化","行业对标建议",""
"BQ1890","KEEP","BQ1890","1.0000","C0824","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","痘肌净颜舒缓护理的定价参考行业该怎么调整","行业对标建议",""
"BQ1891","KEEP","BQ1891","1.0000","C0825","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","针对季节屏障养护行业标杆有什么改进建议","行业对标建议",""
"BQ1892","ROTATE","BQ1888","0.8000","C0822","行业域","店长","advice","hard","none","7d79fbdebc609b6f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","紧致抗衰护理的疗程设置怎么向行业看齐","行业对标建议",""
"BQ1893","KEEP","BQ1893","1.0000","C0826","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","水氧清洁焕肤怎么参考行业做优化","行业对标建议",""
"BQ1894","KEEP","BQ1894","1.0000","C0827","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","全身精油 SPA的定价参考行业该怎么调整","行业对标建议",""
"BQ1895","KEEP","BQ1895","1.0000","C0828","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","针对深层补水护理行业标杆有什么改进建议","行业对标建议",""
"BQ1896","KEEP","BQ1896","1.0000","C0829","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","头皮舒缓养护的疗程设置怎么向行业看齐","行业对标建议",""
"BQ1897","KEEP","BQ1897","1.0000","C0830","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","背部净透护理怎么参考行业做优化","行业对标建议",""
"BQ1898","KEEP","BQ1898","1.0000","C0831","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","晒后舒缓修护的定价参考行业该怎么调整","行业对标建议",""
"BQ1899","KEEP","BQ1899","1.0000","C0832","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","针对洗面护理行业标杆有什么改进建议","行业对标建议",""
"BQ1900","KEEP","BQ1900","1.0000","C0833","行业域","店长","advice","hard","none","7d79fbdebc609b6f","coverage_representative","current_release_test","industry_benchmark","present","present","present","","胶原焕活提拉的疗程设置怎么向行业看齐","行业对标建议",""
"BQ1901","KEEP","BQ1901","1.0000","C0834","行业域","店长","action","medium","none","401897d35411022d","legacy_gate_required","current_release_test","industry_benchmark","present","present","present","","把行业模板眼周紧致护理采纳成本店项目","industry/adopt API","写操作"
"BQ1902","KEEP","BQ1902","1.0000","C0835","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","采纳这个产品模板","industry/adopt API","写操作"
"BQ1903","KEEP","BQ1903","1.0000","C0836","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到亮肤淡斑管理","industry/adopt API","写操作"
"BQ1904","KEEP","BQ1904","1.0000","C0837","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","批量采纳这几个产品模板","industry/adopt API","写操作"
"BQ1905","KEEP","BQ1905","1.0000","C0838","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","把行业模板小气泡清洁护理采纳成本店项目","industry/adopt API","写操作"
"BQ1906","KEEP","BQ1906","1.0000","C0839","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到射频紧致提升护理","industry/adopt API","写操作"
"BQ1907","KEEP","BQ1907","1.0000","C0840","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","把行业模板精华导入护理采纳成本店项目","industry/adopt API","写操作"
"BQ1908","KEEP","BQ1908","1.0000","C0841","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到紧致抗衰护理","industry/adopt API","写操作"
"BQ1909","KEEP","BQ1909","1.0000","C0842","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","把行业模板痘肌净颜舒缓护理采纳成本店项目","industry/adopt API","写操作"
"BQ1910","KEEP","BQ1910","1.0000","C0843","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到头皮舒缓养护","industry/adopt API","写操作"
"BQ1911","KEEP","BQ1911","1.0000","C0844","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","把行业模板全身精油 SPA采纳成本店项目","industry/adopt API","写操作"
"BQ1912","KEEP","BQ1912","1.0000","C0845","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到胶原焕活提拉","industry/adopt API","写操作"
"BQ1913","KEEP","BQ1913","1.0000","C0846","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","把行业模板晒后舒缓修护采纳成本店项目","industry/adopt API","写操作"
"BQ1914","KEEP","BQ1914","1.0000","C0847","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到水氧清洁焕肤","industry/adopt API","写操作"
"BQ1915","KEEP","BQ1915","1.0000","C0848","行业域","店长","action","medium","none","401897d35411022d","coverage_representative","current_release_test","industry_benchmark","present","present","present","","把行业模板亮肤淡斑管理采纳成本店项目","industry/adopt API","写操作"
"BQ1916","ROTATE","BQ1916","1.0000","C0849","行业域","店长","action","medium","none","401897d35411022d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到背部净透护理","industry/adopt API","写操作"
"BQ1917","ROTATE","BQ1901","0.8000","C0834","行业域","店长","action","medium","none","401897d35411022d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","把行业模板射频紧致提升护理采纳成本店项目","industry/adopt API","写操作"
"BQ1918","ROTATE","BQ1918","1.0000","C0850","行业域","店长","action","medium","none","401897d35411022d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到敏感肌舒缓修护","industry/adopt API","写操作"
"BQ1919","ROTATE","BQ1919","1.0000","C0851","行业域","店长","action","medium","none","401897d35411022d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","把行业模板紧致抗衰护理采纳成本店项目","industry/adopt API","写操作"
"BQ1920","ROTATE","BQ1916","0.8125","C0849","行业域","店长","action","medium","none","401897d35411022d","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","industry_benchmark","present","present","present","","引用行业BOM模板到手部细嫩护理","industry/adopt API","写操作"
"BQ1921","REVIEW","BQ1921","1.0000","product-loop:ambiguous_named_business_period","横切-多轮","店长","multi_turn","hard","today+campaign_period","394a322716555505","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","第1轮:先看今天流水 → 第2轮:跟双十一期间比呢","多轮上下文承接","沿用指标只换时间"
"BQ1922","KEEP","BQ1922","1.0000","C0852","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:孙俊杰最近消费如何 → 第2轮:她的补水护理 10 次卡还剩几次","多轮上下文承接","指代""她"""
"BQ1923","KEEP","BQ1923","1.0000","C0855","横切-多轮","店长","multi_turn","hard","today","8fc7d2d15c5f19ee","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:宋乔今天业绩 → 第2轮:那提成呢","多轮上下文承接","沿用对象换指标"
"BQ1924","KEEP","BQ1924","1.0000","C0857","横切-多轮","店长","multi_turn","hard","none","2b1abb5144da8e46","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:哪些客户快流失了 → 第2轮:第一个怎么召回","多轮上下文承接","指代""第一个"""
"BQ1925","KEEP","BQ1925","1.0000","C0860","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:头皮舒缓养护卖得好吗 → 第2轮:它的毛利呢","多轮上下文承接","指代""它"""
"BQ1926","REVIEW","BQ1926","1.0000","product-loop:ambiguous_named_business_period","横切-多轮","店长","multi_turn","hard","today+campaign_period","394a322716555505","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","第1轮:今天有多少空档 → 第2轮:双十一期间的呢","多轮上下文承接","换时间"
"BQ1927","KEEP","BQ1927","1.0000","C0863","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:缺货的产品有哪些 → 第2轮:其中最急的先补多少","多轮上下文承接","指代承接"
"BQ1928","KEEP","BQ1928","1.0000","C0865","横切-多轮","店长","multi_turn","hard","previous_week","c20ffe26b6ae6ae8","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:上周新客多少 → 第2轮:这些新客复购了几个","多轮上下文承接","承接对象"
"BQ1929","KEEP","BQ1929","1.0000","C0868","横切-多轮","店长","multi_turn","hard","previous_week","c20ffe26b6ae6ae8","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:沈晴上周几个任务 → 第2轮:第二个客户有什么注意事项","多轮上下文承接","指代序号"
"BQ1930","KEEP","BQ1930","1.0000","C0871","横切-多轮","店长","multi_turn","hard","none","2b1abb5144da8e46","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:临期库存有哪些 → 第2轮:金额最高那个补多少合适","多轮上下文承接","指代+建议"
"BQ1931","KEEP","BQ1931","1.0000","C0873","横切-多轮","店长","multi_turn","hard","rolling_7d","77511265151a8c1a","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:最近7天营销触达效果 → 第2轮:转化最好那个策略再跑一次","多轮上下文承接","指代+操作"
"BQ1932","KEEP","BQ1932","1.0000","C0874","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:吴若兰的档案 → 第2轮:帮她约个全身精油 SPA","多轮上下文承接","指代+操作"
"BQ1933","KEEP","BQ1933","1.0000","C0877","横切-多轮","店长","multi_turn","hard","yesterday+previous_week","1bf3bce7383d185b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:先看上周流水 → 第2轮:跟昨天比呢","多轮上下文承接","沿用指标只换时间"
"BQ1934","KEEP","BQ1934","1.0000","C0853","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:张心怡最近消费如何 → 第2轮:她的综合养护 20 次卡还剩几次","多轮上下文承接","指代""她"""
"BQ1935","KEEP","BQ1935","1.0000","C0855","横切-多轮","店长","multi_turn","hard","previous_week","c20ffe26b6ae6ae8","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:沈晴上周业绩 → 第2轮:那提成呢","多轮上下文承接","沿用对象换指标"
"BQ1936","KEEP","BQ1936","1.0000","C0858","横切-多轮","店长","multi_turn","hard","none","2b1abb5144da8e46","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:胶原焕活提拉卖得好吗 → 第2轮:它的毛利呢","多轮上下文承接","指代""第一个"""
"BQ1937","KEEP","BQ1937","1.0000","C0861","横切-多轮","店长","multi_turn","hard","yesterday+previous_week","1bf3bce7383d185b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:上周有多少空档 → 第2轮:昨天的呢","多轮上下文承接","指代""它"""
"BQ1938","KEEP","BQ1938","1.0000","C0879","横切-多轮","店长","multi_turn","hard","rolling_7d","77511265151a8c1a","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:最近7天新客多少 → 第2轮:这些新客复购了几个","多轮上下文承接","换时间"
"BQ1939","KEEP","BQ1939","1.0000","C0864","横切-多轮","店长","multi_turn","hard","rolling_7d","77511265151a8c1a","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:顾然最近7天几个任务 → 第2轮:第二个客户有什么注意事项","多轮上下文承接","指代承接"
"BQ1940","KEEP","BQ1940","1.0000","C0866","横切-多轮","店长","multi_turn","hard","natural_year","18194fa834b6920d","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:今年营销触达效果 → 第2轮:转化最好那个策略再跑一次","多轮上下文承接","承接对象"
"BQ1941","KEEP","BQ1941","1.0000","C0869","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:罗若兰的档案 → 第2轮:帮她约个晒后舒缓修护","多轮上下文承接","指代序号"
"BQ1942","KEEP","BQ1942","1.0000","C0872","横切-多轮","店长","multi_turn","hard","rolling_7d+rolling_3m","f712c35e29726234","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:先看最近7天流水 → 第2轮:跟最近三个月比呢","多轮上下文承接","指代+建议"
"BQ1943","KEEP","BQ1943","1.0000","C0875","横切-多轮","店长","multi_turn","hard","none","95f8956afa83560b","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:吴若兰最近消费如何 → 第2轮:她的敏感修护 8 次卡还剩几次","多轮上下文承接","指代+操作"
"BQ1944","KEEP","BQ1944","1.0000","C0876","横切-多轮","店长","multi_turn","hard","rolling_7d","77511265151a8c1a","legacy_gate_required","current_release_test","brain_multi_turn","present","present","present","","第1轮:顾然最近7天业绩 → 第2轮:那提成呢","多轮上下文承接","指代+操作"
