id,role,section,question,supportClass,supportLabel,managementSupport,backendSupport,reason,expectedView,evalStatus,failureCategory,candidateViews,selectedViews,totalMs,answerSummary
inventory-081,五、库存采购 Agent,消耗分析,我们每天大概消耗多少清洁类耗材,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-082,五、库存采购 Agent,消耗分析,最近消耗异常的产品有没有,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-083,五、库存采购 Agent,消耗分析,帮我看一下这个项目的理论耗材和实际差多少,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
inventory-084,五、库存采购 Agent,消耗分析,有没有可以用替代品降低耗材成本的地方,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-085,五、库存采购 Agent,消耗分析,这个月每日平均耗材费用是多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-086,五、库存采购 Agent,消耗分析,帮我统计一下做一个疗程全程需要多少耗材,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_project_catalog_view,not_executed,,,,,
inventory-087,五、库存采购 Agent,消耗分析,哪种产品的成本控制空间最大,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-088,五、库存采购 Agent,消耗分析,有没有耗材使用没有按规范记录的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
inventory-089,五、库存采购 Agent,消耗分析,帮我对比一下各美容师的耗材使用效率,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,ask_data_bom_consumption_variance_view,not_executed,,,,,
inventory-090,五、库存采购 Agent,消耗分析,这个月的耗材成本比上个月高了多少，原因是什么,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
inventory-091,五、库存采购 Agent,供应链协调,供应商说这批货要延期到货，我怎么安排,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
inventory-092,五、库存采购 Agent,供应链协调,这批新货到了，帮我记录入库,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
inventory-093,五、库存采购 Agent,供应链协调,有货品到了但和采购单不符，怎么处理,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_purchase_procurement_view,not_executed,,,,,
inventory-094,五、库存采购 Agent,供应链协调,我们哪个供应商的交货最稳定,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_supplier_performance_view,clarification,semantic_clarification,agent_v3_supplier_performance_view,,4793,
inventory-095,五、库存采购 Agent,供应链协调,和供应商发生了纠纷，怎么记录和处理,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
inventory-096,五、库存采购 Agent,供应链协调,这批货的质检结果在哪里查,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
inventory-097,五、库存采购 Agent,供应链协调,供应商给了一个新品，要不要试用,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
inventory-098,五、库存采购 Agent,供应链协调,最近物流很慢，我们需要提前多少天下单,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
inventory-099,五、库存采购 Agent,供应链协调,我们的主要供应商联系方式怎么找,ask_sensitive_boundary,敏感字段禁止查询,partial,supported,涉及 Ask 不开放的个人敏感、健康或内部备注字段。,,not_executed,,,,,
inventory-100,五、库存采购 Agent,供应链协调,帮我整理一下今年所有供应商的交易记录,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_purchase_procurement_view,pass,,agent_v3_purchase_procurement_view,agent_v3_purchase_procurement_view,13240,当前筛选范围内没有匹配数据。
finance-001,六、财务风控 Agent,收入与对账,今天收了多少钱,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-002,六、财务风控 Agent,收入与对账,这个月营业额是多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_order_summary_view,pass,,agent_v3_order_summary_view,agent_v3_order_summary_view,9433,已查询到 1 条结果，首条为 order_revenue=0。
finance-003,六、财务风控 Agent,收入与对账,昨天的日结做了没，结果怎么样,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_daily_settlement_view,pass,,agent_v3_daily_settlement_view,agent_v3_daily_settlement_view,9457,昨天已生成日结结果：净收、收入、实收和退款均为 0，订单数和客户数均为 0。
finance-004,六、财务风控 Agent,收入与对账,帮我做一个今天的收入汇总,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-005,六、财务风控 Agent,收入与对账,今天现金、微信、支付宝各收了多少,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_payment_refund_view,pass,,agent_v3_payment_refund_view,agent_v3_payment_refund_view,12310,当前筛选范围内没有匹配数据。
finance-006,六、财务风控 Agent,收入与对账,这周每天的收入情况给我看一下,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-007,六、财务风控 Agent,收入与对账,今天的收入和预期差多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-008,六、财务风控 Agent,收入与对账,这个月比上个月多了还是少了,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
finance-009,六、财务风控 Agent,收入与对账,帮我核对一下今天的收款和系统记录是否一致,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_reconciliation_issue_view,evaluation_failed,AiStructuredOutputError,agent_v3_order_summary_view|agent_v3_daily_settlement_view,,22999,
finance-010,六、财务风控 Agent,收入与对账,今天有没有漏收或者多收的情况,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_reconciliation_issue_view,evaluation_failed,AiStructuredOutputError,agent_v3_order_summary_view,,22884,
finance-011,六、财务风控 Agent,收入与对账,这个月储值收款有多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-012,六、财务风控 Agent,收入与对账,帮我看一下最近三个月的收入趋势,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_order_summary_view,expected_view_miss,candidate_selector_miss,agent_v3_daily_settlement_view,agent_v3_daily_settlement_view,17825,已查询到 3 条结果，首条为 month_start=2026-05-31T16:00:00.000Z、revenue_amount=131995.680000000011000000000000000000。
finance-013,六、财务风控 Agent,收入与对账,今天项目收入和产品销售各多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_project_service_sales_view,pass,,agent_v3_project_service_sales_view,agent_v3_project_service_sales_view,14031,今天项目收入数据无法判断；产品销售数据未提供。
finance-014,六、财务风控 Agent,收入与对账,这个月有没有大额异常收款,clarification_required,需要补充实体、阈值或上下文,supported,supported,问题使用了未治理的金额、折扣或判断阈值，需要先确认具体口径。,,not_executed,,,,,
finance-015,六、财务风控 Agent,收入与对账,帮我查一下某个日期的收款记录,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
finance-016,六、财务风控 Agent,收入与对账,这个月次卡销售了多少金额,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-017,六、财务风控 Agent,收入与对账,有没有收款没有对应服务记录的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-018,六、财务风控 Agent,收入与对账,今天所有员工的收款加起来多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-019,六、财务风控 Agent,收入与对账,帮我看一下今天不同支付渠道的手续费,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
finance-020,六、财务风控 Agent,收入与对账,这个月到账的钱和开单的钱差多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-021,六、财务风控 Agent,收入与对账,有没有客人预付了但还没使用的金额,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-022,六、财务风控 Agent,收入与对账,帮我统计一下这个月每个项目的收入占比,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_project_service_sales_view,pass,,agent_v3_project_service_sales_view,agent_v3_project_service_sales_view,9717,当前筛选范围内没有匹配数据。
finance-023,六、财务风控 Agent,收入与对账,今天的日均客单价是多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_order_summary_view,pass,,agent_v3_order_summary_view,agent_v3_order_summary_view,18669,今天的日均客单价数据无法判断。
finance-024,六、财务风控 Agent,收入与对账,这个月哪天收入最高，原因是什么,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
finance-025,六、财务风控 Agent,收入与对账,帮我出一份这周的收入明细报表,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-026,六、财务风控 Agent,成本与毛利,这个月的毛利率是多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,ask_data_confirmed_profit_view,pass,,ask_data_confirmed_profit_view,ask_data_confirmed_profit_view,11555,已查询到 1 条结果，首条为 gross_margin_rate=-。
finance-027,六、财务风控 Agent,成本与毛利,帮我看一下各项目的毛利情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-028,六、财务风控 Agent,成本与毛利,哪个项目的成本最高,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-029,六、财务风控 Agent,成本与毛利,这个月耗材成本占了多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-030,六、财务风控 Agent,成本与毛利,员工提成这个月花了多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,ask_data_staff_performance_view,pass,,ask_data_staff_performance_view,ask_data_staff_performance_view,10787,本月员工提成金额数据无法判断。
finance-031,六、财务风控 Agent,成本与毛利,帮我算一下这个项目的实际毛利,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
finance-032,六、财务风控 Agent,成本与毛利,这个月运营成本有哪些，各多少,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_operating_cost_view,expected_view_miss,candidate_selector_miss,ask_data_confirmed_profit_view,ask_data_confirmed_profit_view,9778,当前筛选范围内没有匹配数据。
finance-033,六、财务风控 Agent,成本与毛利,有没有哪个项目的毛利异常低,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-034,六、财务风控 Agent,成本与毛利,房租水电这个月花了多少,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_operating_cost_view,pass,,ask_data_operating_cost_view,ask_data_operating_cost_view,15171,本月房租和水电支出数据无法判断。
finance-035,六、财务风控 Agent,成本与毛利,帮我看一下固定成本和变动成本的占比,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_operating_cost_view,expected_view_miss,candidate_selector_miss,ask_data_marketing_roi_view,ask_data_marketing_roi_view,30426,已查询到 2 条结果，首条为 cost_source=estimated、operating_cost=7330.000000000000000000000000000000。
finance-036,六、财务风控 Agent,成本与毛利,这个月利润比上个月高还是低，为什么,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
finance-037,六、财务风控 Agent,成本与毛利,有没有成本项目异常增加的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-038,六、财务风控 Agent,成本与毛利,帮我看一下这个项目的定价合不合理,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
finance-039,六、财务风控 Agent,成本与毛利,这个月打折优惠减少了多少收入,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-040,六、财务风控 Agent,成本与毛利,员工工资加提成占总收入的比例是多少,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,ask_data_staff_performance_view,not_executed,,,,,
finance-041,六、财务风控 Agent,成本与毛利,有没有成本控制的空间,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-042,六、财务风控 Agent,成本与毛利,这个月的净利润大概是多少,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_confirmed_profit_view,pass,,ask_data_confirmed_profit_view,ask_data_confirmed_profit_view,11659,已查询到 1 条结果，首条为 confirmed_profit=-。
finance-043,六、财务风控 Agent,成本与毛利,帮我算一下盈亏平衡点，每月至少要做多少收入,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-044,六、财务风控 Agent,成本与毛利,产品销售的毛利和服务项目的毛利哪个高,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
finance-045,六、财务风控 Agent,成本与毛利,有没有低价项目其实在亏损,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-046,六、财务风控 Agent,成本与毛利,帮我看一下这个月各项成本的增长情况,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,ask_data_operating_cost_view,pass,,ask_data_operating_cost_view,ask_data_operating_cost_view,28413,本月经营成本金额为空，数据无法判断各项成本的增长情况。
finance-047,六、财务风控 Agent,成本与毛利,这个季度和上个季度的成本结构有什么变化,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_operating_cost_view,clarification,semantic_clarification,agent_v3_order_summary_view|agent_v3_daily_settlement_view|ask_data_confirmed_profit_view|agent_v3_reservation_view|agent_v3_product_inventory_view|ask_data_staff_performance_view|ask_data_marketing_roi_view|ask_data_customer_lifecycle_view,,5004,
finance-048,六、财务风控 Agent,成本与毛利,帮我分析一下为什么这个月利润下降了,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
finance-049,六、财务风控 Agent,成本与毛利,有没有可以在不影响服务的情况下降低成本的建议,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-050,六、财务风控 Agent,成本与毛利,帮我做一个本月的成本利润分析报告,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-051,六、财务风控 Agent,退款与折扣,这个月退款了多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_payment_refund_view,pass,,agent_v3_payment_refund_view|agent_v3_order_summary_view,agent_v3_payment_refund_view,13547,已查询到 1 条结果，首条为 refund_amount=0。
finance-052,六、财务风控 Agent,退款与折扣,今天有没有退款申请需要处理,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-053,六、财务风控 Agent,退款与折扣,最近退款原因主要是什么,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_payment_refund_view,not_executed,,,,,
finance-054,六、财务风控 Agent,退款与折扣,哪个美容师的退款率最高,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-055,六、财务风控 Agent,退款与折扣,有没有异常大额退款我不知道的,clarification_required,需要补充实体、阈值或上下文,supported,supported,问题使用了未治理的金额、折扣或判断阈值，需要先确认具体口径。,agent_v3_payment_refund_view,not_executed,,,,,
finance-056,六、财务风控 Agent,退款与折扣,这个月打折优惠批了多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-057,六、财务风控 Agent,退款与折扣,有没有员工超权限给了额外折扣,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
finance-058,六、财务风控 Agent,退款与折扣,最近折扣幅度有没有超出规定范围,clarification_required,需要补充实体、阈值或上下文,supported,supported,问题使用了未治理的金额、折扣或判断阈值，需要先确认具体口径。,agent_v3_promotion_offer_view,not_executed,,,,,
finance-059,六、财务风控 Agent,退款与折扣,这个月优惠券核销了多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_promotion_offer_view,pass,,agent_v3_promotion_offer_view,agent_v3_promotion_offer_view,10661,已查询到 1 条结果，首条为 redeemed_coupon_count=0。
finance-060,六、财务风控 Agent,退款与折扣,退款走了什么审批流程，合规吗,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
finance-061,六、财务风控 Agent,退款与折扣,有没有重复退款或者重复消费的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-062,六、财务风控 Agent,退款与折扣,某个客人要退卡，涉及多少金额,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
finance-063,六、财务风控 Agent,退款与折扣,退款是退到原支付方式还是储值余额,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,agent_v3_payment_refund_view,not_executed,,,,,
finance-064,六、财务风控 Agent,退款与折扣,帮我看一下所有待审批的退款申请,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
finance-065,六、财务风控 Agent,退款与折扣,这个月因为退款损失了多少收入,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_payment_refund_view,pass,,agent_v3_payment_refund_view|agent_v3_order_summary_view,agent_v3_payment_refund_view,13310,本月因退款减少的收入为 0 元。
finance-066,六、财务风控 Agent,退款与折扣,有没有退款后马上重新消费的异常情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-067,六、财务风控 Agent,退款与折扣,员工自主给客户打折的权限是多少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-068,六、财务风控 Agent,退款与折扣,这个月免单或赠送了多少金额,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
finance-069,六、财务风控 Agent,退款与折扣,有没有退款但服务已经做完的纠纷,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-070,六、财务风控 Agent,退款与折扣,帮我统计一下本月折扣总金额和折扣率,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-071,六、财务风控 Agent,退款与折扣,有没有退款影响到员工提成的情况,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,ask_data_staff_performance_view,not_executed,,,,,
finance-072,六、财务风控 Agent,退款与折扣,退款申请的平均处理时间是多久,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
finance-073,六、财务风控 Agent,退款与折扣,有没有客户经常退款的异常行为,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-074,六、财务风控 Agent,退款与折扣,本月退款和上月比增加了多少,ask_query_supported,Ask 明确支持并实测,supported,supported,命中已治理指标和 34 视图，可进入真实 SQL 链路评测。,agent_v3_payment_refund_view,pass,,agent_v3_payment_refund_view|agent_v3_order_summary_view,agent_v3_payment_refund_view,21729,本月退款金额较上月增加 0 元。
finance-075,六、财务风控 Agent,退款与折扣,帮我生成一份退款明细报告,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
finance-076,六、财务风控 Agent,财务风险与合规,现在现金流情况怎么样,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
