id,domain,role,type,difficulty,question,expected_target,notes
BQ1610,营销域,营销,risk,medium,今年自动化触达失败率高吗,营销风险巡检,
BQ1611,营销域,营销,risk,medium,今年是不是对某些客户触达太频繁,营销风险巡检,
BQ1612,营销域,营销,risk,medium,本周末哪些活动在亏钱,营销风险巡检,
BQ1613,营销域,营销,risk,medium,本周末营销预算超支了吗,营销风险巡检,
BQ1614,营销域,营销,risk,medium,本周末触达转化异常低的策略,营销风险巡检,
BQ1615,营销域,营销,risk,medium,本周末有没有无效活动在空跑,营销风险巡检,
BQ1616,营销域,营销,risk,medium,本周末有哪些活动ROI低于预期该停了,营销风险巡检,
BQ1617,营销域,营销,risk,medium,本周末自动化触达失败率高吗,营销风险巡检,
BQ1618,营销域,营销,risk,medium,本周末是不是对某些客户触达太频繁,营销风险巡检,
BQ1619,营销域,营销,risk,medium,国庆期间哪些活动在亏钱,营销风险巡检,
BQ1620,营销域,营销,risk,medium,国庆期间营销预算超支了吗,营销风险巡检,
BQ1621,营销域,营销,risk,medium,国庆期间触达转化异常低的策略,营销风险巡检,
BQ1622,营销域,营销,risk,medium,国庆期间有没有无效活动在空跑,营销风险巡检,
BQ1623,营销域,营销,risk,medium,国庆期间有哪些活动ROI低于预期该停了,营销风险巡检,
BQ1624,营销域,营销,risk,medium,国庆期间自动化触达失败率高吗,营销风险巡检,
BQ1625,营销域,营销,risk,medium,国庆期间是不是对某些客户触达太频繁,营销风险巡检,
BQ1626,营销域,营销,risk,medium,这半年哪些活动在亏钱,营销风险巡检,
BQ1627,营销域,营销,risk,medium,这半年营销预算超支了吗,营销风险巡检,
BQ1628,营销域,营销,risk,medium,这半年触达转化异常低的策略,营销风险巡检,
BQ1629,营销域,营销,risk,medium,这半年有没有无效活动在空跑,营销风险巡检,
BQ1630,营销域,营销,risk,medium,这半年有哪些活动ROI低于预期该停了,营销风险巡检,
BQ1631,营销域,营销,advice,hard,今年想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1632,营销域,营销,advice,hard,给钻石会员设计一个促活方案,营销策略建议,需带依据/预期
BQ1633,营销域,营销,advice,hard,国庆期间淡季怎么做营销,营销策略建议,需带依据/预期
BQ1634,营销域,营销,advice,hard,流失客户召回该用什么策略和话术,营销策略建议,需带依据/预期
BQ1635,营销域,营销,advice,hard,帮我为亮肤淡斑管理设计一个引流活动,营销策略建议,需带依据/预期
BQ1636,营销域,营销,advice,hard,国庆期间复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1637,营销域,营销,advice,hard,国庆期间生日营销该怎么做,营销策略建议,需带依据/预期
BQ1638,营销域,营销,advice,hard,这批高响应客户该推什么,营销策略建议,需带依据/预期
BQ1639,营销域,营销,advice,hard,预算有限营销资源怎么分配,营销策略建议,需带依据/预期
BQ1640,营销域,营销,advice,hard,敏感肌舒缓修护怎么做爆款营销,营销策略建议,需带依据/预期
BQ1641,营销域,营销,advice,hard,本周末想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1642,营销域,营销,advice,hard,给金卡会员设计一个促活方案,营销策略建议,需带依据/预期
BQ1643,营销域,营销,advice,hard,这半年淡季怎么做营销,营销策略建议,需带依据/预期
BQ1644,营销域,营销,advice,hard,帮我为射频紧致提升护理设计一个引流活动,营销策略建议,需带依据/预期
BQ1645,营销域,营销,advice,hard,这半年复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1646,营销域,营销,advice,hard,这半年生日营销该怎么做,营销策略建议,需带依据/预期
BQ1647,营销域,营销,advice,hard,手部细嫩护理怎么做爆款营销,营销策略建议,需带依据/预期
BQ1648,营销域,营销,advice,hard,国庆期间想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1649,营销域,营销,advice,hard,昨天淡季怎么做营销,营销策略建议,需带依据/预期
BQ1650,营销域,营销,advice,hard,帮我为紧致抗衰护理设计一个引流活动,营销策略建议,需带依据/预期
BQ1651,营销域,营销,advice,hard,昨天复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1652,营销域,营销,advice,hard,昨天生日营销该怎么做,营销策略建议,需带依据/预期
BQ1653,营销域,营销,advice,hard,季节屏障养护怎么做爆款营销,营销策略建议,需带依据/预期
BQ1654,营销域,营销,advice,hard,这半年想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1655,营销域,营销,advice,hard,本月淡季怎么做营销,营销策略建议,需带依据/预期
BQ1656,营销域,营销,advice,hard,帮我为头皮舒缓养护设计一个引流活动,营销策略建议,需带依据/预期
BQ1657,营销域,营销,advice,hard,本月复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1658,营销域,营销,advice,hard,本月生日营销该怎么做,营销策略建议,需带依据/预期
BQ1659,营销域,营销,advice,hard,深层补水护理怎么做爆款营销,营销策略建议,需带依据/预期
BQ1660,营销域,营销,advice,hard,昨天想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1661,营销域,营销,advice,hard,最近30天淡季怎么做营销,营销策略建议,需带依据/预期
BQ1662,营销域,营销,advice,hard,帮我为胶原焕活提拉设计一个引流活动,营销策略建议,需带依据/预期
BQ1663,营销域,营销,advice,hard,最近30天复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1664,营销域,营销,advice,hard,最近30天生日营销该怎么做,营销策略建议,需带依据/预期
BQ1665,营销域,营销,advice,hard,洗面护理怎么做爆款营销,营销策略建议,需带依据/预期
BQ1666,营销域,营销,advice,hard,本月想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1667,营销域,营销,advice,hard,去年同期淡季怎么做营销,营销策略建议,需带依据/预期
BQ1668,营销域,营销,advice,hard,帮我为水氧清洁焕肤设计一个引流活动,营销策略建议,需带依据/预期
BQ1669,营销域,营销,advice,hard,去年同期复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1670,营销域,营销,advice,hard,去年同期生日营销该怎么做,营销策略建议,需带依据/预期
BQ1671,营销域,营销,advice,hard,肩颈舒压养护怎么做爆款营销,营销策略建议,需带依据/预期
BQ1672,营销域,营销,advice,hard,最近30天想拉新建议做什么活动,营销策略建议,需带依据/预期
BQ1673,营销域,营销,advice,hard,五一假期淡季怎么做营销,营销策略建议,需带依据/预期
BQ1674,营销域,营销,advice,hard,帮我为背部净透护理设计一个引流活动,营销策略建议,需带依据/预期
BQ1675,营销域,营销,advice,hard,五一假期复购率低营销上怎么改进,营销策略建议,需带依据/预期
BQ1676,营销域,营销,action,high,给流失预警客户生成一个召回活动草稿,marketing/automation API,高风险(批量触达)
BQ1677,营销域,营销,action,high,为眼周紧致护理创建一个营销活动,marketing/automation API,高风险(批量触达)
BQ1678,营销域,营销,action,high,开启这个自动化策略,marketing/automation API,高风险(批量触达)
BQ1679,营销域,营销,action,high,给这批钻石会员批量发邀约,marketing/automation API,高风险(批量触达)
BQ1680,营销域,营销,action,high,创建一批跟进任务分派给客服,marketing/automation API,高风险(批量触达)
BQ1681,营销域,营销,action,high,暂停这个低效活动,marketing/automation API,高风险(批量触达)
BQ1682,营销域,营销,action,high,给紧致抗衰护理做个满减活动,marketing/automation API,高风险(批量触达)
BQ1683,营销域,营销,action,high,为金卡会员客群创建专属活动,marketing/automation API,高风险(批量触达)
BQ1684,营销域,营销,action,high,给孙静怡发一张优惠券,marketing/automation API,高风险(批量触达)
BQ1685,营销域,营销,action,high,为开业至今创建一个引流活动,marketing/automation API,高风险(批量触达)
BQ1686,营销域,营销,action,high,把晒后舒缓修护活动推送给高响应客户,marketing/automation API,高风险(批量触达)
BQ1687,营销域,营销,action,high,给徐雅婷创建一条召回跟进,marketing/automation API,高风险(批量触达)
BQ1688,营销域,营销,action,high,为小气泡清洁护理创建一个营销活动,marketing/automation API,高风险(批量触达)
BQ1689,营销域,营销,action,high,给这批金卡会员批量发邀约,marketing/automation API,高风险(批量触达)
BQ1690,营销域,营销,action,high,给头皮舒缓养护做个满减活动,marketing/automation API,高风险(批量触达)
BQ1691,营销域,营销,action,high,为钻石会员客群创建专属活动,marketing/automation API,高风险(批量触达)
BQ1692,营销域,营销,action,high,给李晓雯发一张优惠券,marketing/automation API,高风险(批量触达)
BQ1693,营销域,营销,action,high,为春节期间创建一个引流活动,marketing/automation API,高风险(批量触达)
BQ1694,营销域,营销,action,high,把亮肤淡斑管理活动推送给高响应客户,marketing/automation API,高风险(批量触达)
BQ1695,营销域,营销,action,high,给王思琪创建一条召回跟进,marketing/automation API,高风险(批量触达)
BQ1696,营销域,营销,action,high,为精华导入护理创建一个营销活动,marketing/automation API,高风险(批量触达)
BQ1697,营销域,营销,action,high,给胶原焕活提拉做个满减活动,marketing/automation API,高风险(批量触达)
BQ1698,营销域,营销,action,high,给黄若兰发一张优惠券,marketing/automation API,高风险(批量触达)
BQ1699,营销域,营销,action,high,为本周创建一个引流活动,marketing/automation API,高风险(批量触达)
BQ1700,营销域,营销,action,high,把射频紧致提升护理活动推送给高响应客户,marketing/automation API,高风险(批量触达)
BQ1701,营销域,营销,prediction,hard,预测这个活动大概能带来多少转化,营销响应预测,
BQ1702,营销域,营销,prediction,hard,开业至今哪些客户对活动最可能响应,营销响应预测,
BQ1703,营销域,营销,prediction,hard,预测开业至今的营销ROI,营销响应预测,
BQ1704,营销域,营销,prediction,hard,这批客户的营销响应度排序,营销响应预测,
BQ1705,营销域,营销,prediction,hard,预测紧致抗衰护理活动的引流效果,营销响应预测,
BQ1706,营销域,营销,prediction,hard,春节期间哪些客户对活动最可能响应,营销响应预测,
BQ1707,营销域,营销,prediction,hard,预测春节期间的营销ROI,营销响应预测,
BQ1708,营销域,营销,prediction,hard,预测头皮舒缓养护活动的引流效果,营销响应预测,
BQ1709,营销域,营销,prediction,hard,本周哪些客户对活动最可能响应,营销响应预测,
BQ1710,营销域,营销,prediction,hard,预测本周的营销ROI,营销响应预测,
BQ1711,营销域,营销,prediction,hard,预测胶原焕活提拉活动的引流效果,营销响应预测,
BQ1712,营销域,营销,prediction,hard,上个月哪些客户对活动最可能响应,营销响应预测,
BQ1713,营销域,营销,prediction,hard,预测上个月的营销ROI,营销响应预测,
BQ1714,营销域,营销,prediction,hard,预测水氧清洁焕肤活动的引流效果,营销响应预测,
BQ1715,营销域,营销,prediction,hard,最近三个月哪些客户对活动最可能响应,营销响应预测,
BQ1716,营销域,营销,prediction,hard,预测最近三个月的营销ROI,营销响应预测,
BQ1717,营销域,营销,prediction,hard,预测背部净透护理活动的引流效果,营销响应预测,
BQ1718,营销域,营销,prediction,hard,这个季度哪些客户对活动最可能响应,营销响应预测,
BQ1719,营销域,营销,prediction,hard,预测这个季度的营销ROI,营销响应预测,
BQ1720,营销域,营销,prediction,hard,预测敏感肌舒缓修护活动的引流效果,营销响应预测,
BQ1721,供应链域,库存,query_single,easy,有多少个供应商,SupplySupplier/SupplyQuote 表,
BQ1722,供应链域,库存,query_single,easy,哪些供应商资质过期了,SupplySupplier/SupplyQuote 表,
BQ1723,供应链域,库存,query_single,easy,日间防晒乳有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1724,供应链域,库存,query_single,easy,待确认的采购单有几个,SupplySupplier/SupplyQuote 表,
BQ1725,供应链域,库存,query_single,easy,今天的采购总额,SupplySupplier/SupplyQuote 表,
BQ1726,供应链域,库存,query_single,easy,有哪些发货在途,SupplySupplier/SupplyQuote 表,
BQ1727,供应链域,库存,query_single,easy,上周采购结算待付款多少,SupplySupplier/SupplyQuote 表,
BQ1728,供应链域,库存,query_single,easy,哪些供应商合作最多,SupplySupplier/SupplyQuote 表,
BQ1729,供应链域,库存,query_single,easy,补水软膜粉有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1730,供应链域,库存,query_single,easy,上周的采购总额,SupplySupplier/SupplyQuote 表,
BQ1731,供应链域,库存,query_single,easy,最近7天采购结算待付款多少,SupplySupplier/SupplyQuote 表,
BQ1732,供应链域,库存,query_single,easy,手部滋养手膜有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1733,供应链域,库存,query_single,easy,最近7天的采购总额,SupplySupplier/SupplyQuote 表,
BQ1734,供应链域,库存,query_single,easy,今年采购结算待付款多少,SupplySupplier/SupplyQuote 表,
BQ1735,供应链域,库存,query_single,easy,紧致颈霜有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1736,供应链域,库存,query_single,easy,今年的采购总额,SupplySupplier/SupplyQuote 表,
BQ1737,供应链域,库存,query_single,easy,本周末采购结算待付款多少,SupplySupplier/SupplyQuote 表,
BQ1738,供应链域,库存,query_single,easy,水氧护理精华液有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1739,供应链域,库存,query_single,easy,本周末的采购总额,SupplySupplier/SupplyQuote 表,
BQ1740,供应链域,库存,query_single,easy,国庆期间采购结算待付款多少,SupplySupplier/SupplyQuote 表,
BQ1741,供应链域,库存,query_single,easy,射频仪器导入凝胶有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1742,供应链域,库存,query_single,easy,国庆期间的采购总额,SupplySupplier/SupplyQuote 表,
BQ1743,供应链域,库存,query_single,easy,这半年采购结算待付款多少,SupplySupplier/SupplyQuote 表,
BQ1744,供应链域,库存,query_single,easy,仪器导入凝胶有哪些供应商报价,SupplySupplier/SupplyQuote 表,
BQ1745,供应链域,库存,query_single,easy,这半年的采购总额,SupplySupplier/SupplyQuote 表,
BQ1746,供应链域,库存,query_cross,medium,小气泡一次性探头哪个供应商最便宜,Procurement×Supplier×Quote,跨表
BQ1747,供应链域,库存,query_cross,medium,昨天各供应商的采购金额,Procurement×Supplier×Quote,跨表
BQ1748,供应链域,库存,query_cross,medium,昨天哪些采购单还没收货,Procurement×Supplier×Quote,跨表
BQ1749,供应链域,库存,query_cross,medium,昨天供应商的准时交付率,Procurement×Supplier×Quote,跨表
BQ1750,供应链域,库存,query_cross,medium,昨天的采购返点有多少,Procurement×Supplier×Quote,跨表
BQ1751,供应链域,库存,query_cross,medium,哪些SKU还没对应上供应商,Procurement×Supplier×Quote,跨表
BQ1752,供应链域,库存,query_cross,medium,手部温和磨砂膏的供应商比价,Procurement×Supplier×Quote,跨表
BQ1753,供应链域,库存,query_cross,medium,春节期间采购成本最高的品类,Procurement×Supplier×Quote,跨表
BQ1754,供应链域,库存,query_cross,medium,舒缓精油哪个供应商最便宜,Procurement×Supplier×Quote,跨表
BQ1755,供应链域,库存,query_cross,medium,本月各供应商的采购金额,Procurement×Supplier×Quote,跨表
BQ1756,供应链域,库存,query_cross,medium,本月哪些采购单还没收货,Procurement×Supplier×Quote,跨表
BQ1757,供应链域,库存,query_cross,medium,本月供应商的准时交付率,Procurement×Supplier×Quote,跨表
BQ1758,供应链域,库存,query_cross,medium,本月的采购返点有多少,Procurement×Supplier×Quote,跨表
BQ1759,供应链域,库存,query_cross,medium,胶原蛋白面膜的供应商比价,Procurement×Supplier×Quote,跨表
BQ1760,供应链域,库存,query_cross,medium,本周采购成本最高的品类,Procurement×Supplier×Quote,跨表
BQ1761,供应链域,库存,query_cross,medium,日间防晒乳哪个供应商最便宜,Procurement×Supplier×Quote,跨表
BQ1762,供应链域,库存,query_cross,medium,最近30天各供应商的采购金额,Procurement×Supplier×Quote,跨表
BQ1763,供应链域,库存,query_cross,medium,最近30天哪些采购单还没收货,Procurement×Supplier×Quote,跨表
BQ1764,供应链域,库存,query_cross,medium,最近30天供应商的准时交付率,Procurement×Supplier×Quote,跨表
BQ1765,供应链域,库存,query_cross,medium,最近30天的采购返点有多少,Procurement×Supplier×Quote,跨表
BQ1766,供应链域,库存,query_cross,medium,头皮净澈洗护液的供应商比价,Procurement×Supplier×Quote,跨表
BQ1767,供应链域,库存,query_cross,medium,上个月采购成本最高的品类,Procurement×Supplier×Quote,跨表
BQ1768,供应链域,库存,query_cross,medium,补水软膜粉哪个供应商最便宜,Procurement×Supplier×Quote,跨表
BQ1769,供应链域,库存,query_cross,medium,去年同期各供应商的采购金额,Procurement×Supplier×Quote,跨表
BQ1770,供应链域,库存,query_cross,medium,去年同期哪些采购单还没收货,Procurement×Supplier×Quote,跨表
BQ1771,供应链域,库存,query_cross,medium,去年同期供应商的准时交付率,Procurement×Supplier×Quote,跨表
BQ1772,供应链域,库存,query_cross,medium,去年同期的采购返点有多少,Procurement×Supplier×Quote,跨表
BQ1773,供应链域,库存,query_cross,medium,氨基酸洁面乳的供应商比价,Procurement×Supplier×Quote,跨表
BQ1774,供应链域,库存,query_cross,medium,最近三个月采购成本最高的品类,Procurement×Supplier×Quote,跨表
BQ1775,供应链域,库存,query_cross,medium,手部滋养手膜哪个供应商最便宜,Procurement×Supplier×Quote,跨表
BQ1776,供应链域,库存,query_cross,medium,五一假期各供应商的采购金额,Procurement×Supplier×Quote,跨表
BQ1777,供应链域,库存,query_cross,medium,五一假期哪些采购单还没收货,Procurement×Supplier×Quote,跨表
BQ1778,供应链域,库存,query_cross,medium,五一假期供应商的准时交付率,Procurement×Supplier×Quote,跨表
BQ1779,供应链域,库存,query_cross,medium,五一假期的采购返点有多少,Procurement×Supplier×Quote,跨表
BQ1780,供应链域,库存,query_cross,medium,清洁棉片的供应商比价,Procurement×Supplier×Quote,跨表
BQ1781,供应链域,库存,analysis,medium,分析下供应商的价格竞争力,供应链分析,
BQ1782,供应链域,库存,analysis,medium,本周采购成本的趋势,供应链分析,
BQ1783,供应链域,库存,analysis,medium,供应商集中度会不会太高,供应链分析,
BQ1784,供应链域,库存,analysis,medium,各供应商的质量和交付对比,供应链分析,
BQ1785,供应链域,库存,analysis,medium,最近三个月采购返点贡献分析,供应链分析,
BQ1786,供应链域,库存,analysis,medium,最近三个月采购结构分析,供应链分析,
BQ1787,供应链域,库存,analysis,medium,上个月采购成本的趋势,供应链分析,
BQ1788,供应链域,库存,analysis,medium,这个季度采购返点贡献分析,供应链分析,
BQ1789,供应链域,库存,analysis,medium,这个季度采购结构分析,供应链分析,
BQ1790,供应链域,库存,analysis,medium,最近三个月采购成本的趋势,供应链分析,
BQ1791,供应链域,库存,analysis,medium,双十一期间采购返点贡献分析,供应链分析,
BQ1792,供应链域,库存,analysis,medium,双十一期间采购结构分析,供应链分析,
BQ1793,供应链域,库存,analysis,medium,这个季度采购成本的趋势,供应链分析,
BQ1794,供应链域,库存,analysis,medium,最近14天采购返点贡献分析,供应链分析,
BQ1795,供应链域,库存,analysis,medium,最近14天采购结构分析,供应链分析,
BQ1796,供应链域,库存,analysis,medium,双十一期间采购成本的趋势,供应链分析,
BQ1797,供应链域,库存,analysis,medium,今天采购返点贡献分析,供应链分析,
BQ1798,供应链域,库存,analysis,medium,今天采购结构分析,供应链分析,
BQ1799,供应链域,库存,analysis,medium,最近14天采购成本的趋势,供应链分析,
BQ1800,供应链域,库存,analysis,medium,上周采购返点贡献分析,供应链分析,
BQ1801,供应链域,库存,analysis,medium,上周采购结构分析,供应链分析,
BQ1802,供应链域,库存,analysis,medium,今天采购成本的趋势,供应链分析,
BQ1803,供应链域,库存,analysis,medium,最近7天采购返点贡献分析,供应链分析,
BQ1804,供应链域,库存,analysis,medium,最近7天采购结构分析,供应链分析,
BQ1805,供应链域,库存,analysis,medium,上周采购成本的趋势,供应链分析,
BQ1806,供应链域,库存,advice,hard,水润柔肤水该选哪个供应商更划算,供应链建议,
BQ1807,供应链域,库存,advice,hard,上周采购成本怎么优化,供应链建议,
BQ1808,供应链域,库存,advice,hard,供应商太单一有风险建议怎么办,供应链建议,
BQ1809,供应链域,库存,advice,hard,哪些采购可以合并降本,供应链建议,
BQ1810,供应链域,库存,advice,hard,水氧护理精华液的采购策略建议,供应链建议,
BQ1811,供应链域,库存,advice,hard,淡斑亮肤精华该选哪个供应商更划算,供应链建议,
BQ1812,供应链域,库存,advice,hard,最近7天采购成本怎么优化,供应链建议,
BQ1813,供应链域,库存,advice,hard,射频仪器导入凝胶的采购策略建议,供应链建议,
BQ1814,供应链域,库存,advice,hard,晒后舒缓凝胶该选哪个供应商更划算,供应链建议,
BQ1815,供应链域,库存,advice,hard,今年采购成本怎么优化,供应链建议,
BQ1816,供应链域,库存,advice,hard,仪器导入凝胶的采购策略建议,供应链建议,
BQ1817,供应链域,库存,advice,hard,手部滋润护理霜该选哪个供应商更划算,供应链建议,
BQ1818,供应链域,库存,advice,hard,本周末采购成本怎么优化,供应链建议,
BQ1819,供应链域,库存,advice,hard,温和酵素去角质啫喱的采购策略建议,供应链建议,
BQ1820,供应链域,库存,advice,hard,清透防晒乳该选哪个供应商更划算,供应链建议,
BQ1821,供应链域,库存,advice,hard,国庆期间采购成本怎么优化,供应链建议,
BQ1822,供应链域,库存,advice,hard,身体护理按摩精油的采购策略建议,供应链建议,
BQ1823,供应链域,库存,advice,hard,抗衰紧致眼霜该选哪个供应商更划算,供应链建议,
BQ1824,供应链域,库存,advice,hard,这半年采购成本怎么优化,供应链建议,
BQ1825,供应链域,库存,advice,hard,屏障养护乳霜的采购策略建议,供应链建议,
BQ1826,供应链域,库存,action,high,给滋养手膜向最优供应商下采购单,supply-platform API,高风险
BQ1827,供应链域,库存,action,high,确认这个供应商的报价,supply-platform API,高风险
BQ1828,供应链域,库存,action,high,生成本周的供应商结算,supply-platform API,高风险
BQ1829,供应链域,库存,action,high,登记这批舒压按摩膏的收货,supply-platform API,高风险
BQ1830,供应链域,库存,action,high,给院装温和洁面乳向最优供应商下采购单,supply-platform API,高风险
BQ1831,供应链域,库存,action,high,生成上个月的供应商结算,supply-platform API,高风险
BQ1832,供应链域,库存,action,high,登记这批眼周护理膜的收货,supply-platform API,高风险
BQ1833,供应链域,库存,action,high,给屏障修护精华向最优供应商下采购单,supply-platform API,高风险
BQ1834,供应链域,库存,action,high,生成最近三个月的供应商结算,supply-platform API,高风险
BQ1835,供应链域,库存,action,high,登记这批美容棉片的收货,supply-platform API,高风险
BQ1836,供应链域,库存,action,high,给一次性护理巾向最优供应商下采购单,supply-platform API,高风险
BQ1837,供应链域,库存,action,high,生成这个季度的供应商结算,supply-platform API,高风险
BQ1838,供应链域,库存,action,high,登记这批小气泡一次性探头的收货,supply-platform API,高风险
BQ1839,供应链域,库存,action,high,给屏障修护乳向最优供应商下采购单,supply-platform API,高风险
BQ1840,供应链域,库存,action,high,生成双十一期间的供应商结算,supply-platform API,高风险
BQ1841,行业域,店长,query_single,easy,行业里头皮舒缓养护的参考价是多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1842,行业域,店长,query_single,easy,有哪些行业服务模板可以采纳,IndustryServiceTemplate/SalaryBenchmark,
BQ1843,行业域,店长,query_single,easy,季节屏障养护的标准疗程是几次,IndustryServiceTemplate/SalaryBenchmark,
BQ1844,行业域,店长,query_single,easy,行业薪酬基准里美容师大概多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1845,行业域,店长,query_single,easy,有哪些行业知识条目,IndustryServiceTemplate/SalaryBenchmark,
BQ1846,行业域,店长,query_single,easy,季节屏障养护的行业推荐频次,IndustryServiceTemplate/SalaryBenchmark,
BQ1847,行业域,店长,query_single,easy,行业里胶原焕活提拉的参考价是多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1848,行业域,店长,query_single,easy,深层补水护理的标准疗程是几次,IndustryServiceTemplate/SalaryBenchmark,
BQ1849,行业域,店长,query_single,easy,深层补水护理的行业推荐频次,IndustryServiceTemplate/SalaryBenchmark,
BQ1850,行业域,店长,query_single,easy,行业里水氧清洁焕肤的参考价是多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1851,行业域,店长,query_single,easy,洗面护理的标准疗程是几次,IndustryServiceTemplate/SalaryBenchmark,
BQ1852,行业域,店长,query_single,easy,洗面护理的行业推荐频次,IndustryServiceTemplate/SalaryBenchmark,
BQ1853,行业域,店长,query_single,easy,行业里背部净透护理的参考价是多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1854,行业域,店长,query_single,easy,肩颈舒压养护的标准疗程是几次,IndustryServiceTemplate/SalaryBenchmark,
BQ1855,行业域,店长,query_single,easy,肩颈舒压养护的行业推荐频次,IndustryServiceTemplate/SalaryBenchmark,
BQ1856,行业域,店长,query_single,easy,行业里敏感肌舒缓修护的参考价是多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1857,行业域,店长,query_single,easy,眼周紧致护理的标准疗程是几次,IndustryServiceTemplate/SalaryBenchmark,
BQ1858,行业域,店长,query_single,easy,眼周紧致护理的行业推荐频次,IndustryServiceTemplate/SalaryBenchmark,
BQ1859,行业域,店长,query_single,easy,行业里手部细嫩护理的参考价是多少,IndustryServiceTemplate/SalaryBenchmark,
BQ1860,行业域,店长,query_single,easy,小气泡清洁护理的标准疗程是几次,IndustryServiceTemplate/SalaryBenchmark,
BQ1861,行业域,店长,query_cross,medium,我的紧致抗衰护理定价和行业比高还是低,Industry×本店数据,对标
BQ1862,行业域,店长,query_cross,medium,我的薪酬水平和行业基准差多少,Industry×本店数据,对标
BQ1863,行业域,店长,query_cross,medium,哪些行业模板还没被采纳,Industry×本店数据,对标
BQ1864,行业域,店长,query_cross,medium,我的项目结构和行业标杆的差距,Industry×本店数据,对标
BQ1865,行业域,店长,query_cross,medium,我的精华导入护理疗程设置和行业一致吗,Industry×本店数据,对标
BQ1866,行业域,店长,query_cross,medium,我的头皮舒缓养护定价和行业比高还是低,Industry×本店数据,对标
BQ1867,行业域,店长,query_cross,medium,我的痘肌净颜舒缓护理疗程设置和行业一致吗,Industry×本店数据,对标
BQ1868,行业域,店长,query_cross,medium,我的胶原焕活提拉定价和行业比高还是低,Industry×本店数据,对标
BQ1869,行业域,店长,query_cross,medium,我的全身精油 SPA疗程设置和行业一致吗,Industry×本店数据,对标
BQ1870,行业域,店长,query_cross,medium,我的水氧清洁焕肤定价和行业比高还是低,Industry×本店数据,对标
BQ1871,行业域,店长,query_cross,medium,我的晒后舒缓修护疗程设置和行业一致吗,Industry×本店数据,对标
BQ1872,行业域,店长,query_cross,medium,我的背部净透护理定价和行业比高还是低,Industry×本店数据,对标
BQ1873,行业域,店长,query_cross,medium,我的亮肤淡斑管理疗程设置和行业一致吗,Industry×本店数据,对标
BQ1874,行业域,店长,query_cross,medium,我的敏感肌舒缓修护定价和行业比高还是低,Industry×本店数据,对标
BQ1875,行业域,店长,query_cross,medium,我的射频紧致提升护理疗程设置和行业一致吗,Industry×本店数据,对标
BQ1876,行业域,店长,query_cross,medium,我的手部细嫩护理定价和行业比高还是低,Industry×本店数据,对标
BQ1877,行业域,店长,query_cross,medium,我的紧致抗衰护理疗程设置和行业一致吗,Industry×本店数据,对标
BQ1878,行业域,店长,query_cross,medium,我的季节屏障养护定价和行业比高还是低,Industry×本店数据,对标
BQ1879,行业域,店长,query_cross,medium,我的头皮舒缓养护疗程设置和行业一致吗,Industry×本店数据,对标
BQ1880,行业域,店长,query_cross,medium,我的深层补水护理定价和行业比高还是低,Industry×本店数据,对标
BQ1881,行业域,店长,advice,hard,参考行业标杆我的定价该怎么调,行业对标建议,
BQ1882,行业域,店长,advice,hard,行业里有哪些新项目值得引进,行业对标建议,
BQ1883,行业域,店长,advice,hard,对标行业我的人效差在哪,行业对标建议,
BQ1884,行业域,店长,advice,hard,根据行业知识给我经营改进建议,行业对标建议,
BQ1885,行业域,店长,advice,hard,头皮舒缓养护怎么参考行业做优化,行业对标建议,
BQ1886,行业域,店长,advice,hard,精华导入护理的定价参考行业该怎么调整,行业对标建议,
BQ1887,行业域,店长,advice,hard,针对手部细嫩护理行业标杆有什么改进建议,行业对标建议,
BQ1888,行业域,店长,advice,hard,射频紧致提升护理的疗程设置怎么向行业看齐,行业对标建议,
BQ1889,行业域,店长,advice,hard,胶原焕活提拉怎么参考行业做优化,行业对标建议,
BQ1890,行业域,店长,advice,hard,痘肌净颜舒缓护理的定价参考行业该怎么调整,行业对标建议,
BQ1891,行业域,店长,advice,hard,针对季节屏障养护行业标杆有什么改进建议,行业对标建议,
