id,role,section,question,previousClass,auditClass,priority,capabilityKey,capabilityLabel,reason,recommendedView,permission,currentSemanticMetricKeys,currentSemanticViews,currentSemanticConfidence,pages,backend,models,developmentFacts
inventory-061,五、库存采购 Agent,采购建议,这个月原材料价格有没有上涨趋势,admin_supported_ask_not_open,backend_fact_incomplete,P1,supplier_quote_history_missing,供应商报价历史序列缺失,当前同 SKU 只有当前已审批报价横截面，缺少至少两个时间点的可比历史序列，不得用不同供应商报价伪造价格趋势。,ask_data_supplier_quote_terms_view,core:supply:view,,,0.35,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/supply-platform/supply-platform.controller.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-063,五、库存采购 Agent,采购建议,帮我看一下各品类的最低采购量要求,admin_supported_ask_not_open,existing_ask_direct,P1,supplier_commercial_terms,供应商报价与商业条款,供应商、SKU、有效报价、MOQ、交付天数和账期字段已存在，可建立门店映射后的只读报价视图。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_supplier_quote_terms_view,core:supply:view,supplier_minimum_order_quantity,ask_data_supplier_quote_terms_view,0.98,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/supply-platform/supply-platform.controller.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-064,五、库存采购 Agent,采购建议,我们和供应商的账期是怎么约定的,admin_supported_ask_not_open,existing_ask_direct,P1,supplier_commercial_terms,供应商报价与商业条款,供应商、SKU、有效报价、MOQ、交付天数和账期字段已存在，可建立门店映射后的只读报价视图。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_supplier_quote_terms_view,core:supply:view,supplier_payment_terms,ask_data_supplier_quote_terms_view,0.98,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/supply-platform/supply-platform.controller.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-065,五、库存采购 Agent,采购建议,有没有哪个产品可以换个供应商降低成本,admin_supported_ask_not_open,existing_ask_direct,P1,supplier_commercial_terms,供应商报价与商业条款,供应商、SKU、有效报价、MOQ、交付天数和账期字段已存在，可建立门店映射后的只读报价视图。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_supplier_quote_terms_view,core:supply:view,supplier_price_comparison,ask_data_supplier_quote_terms_view,0.98,src/app/pages/supply-platform/SupplyPlatformMvp.tsx,packages/server-v2/src/supply-platform/supply-platform.controller.ts,SupplySupplier|SupplyQuote|SupplyCatalogMapping,"{""SupplySupplier"":3,""SupplyQuote"":25,""SupplyQuoteApproved"":25}"
inventory-071,五、库存采购 Agent,消耗分析,这个月哪个项目消耗耗材最多,admin_supported_ask_not_open,existing_ask_direct,P0,project_consumption_metric,项目实际耗材,按项目汇总 actual_qty 并降序返回耗材最多的项目。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_bom_consumption_variance_view,core:inventory:consumption,bom_variance,ask_data_bom_consumption_variance_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-072,五、库存采购 Agent,消耗分析,平均每个客人消耗多少耗材,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_service_consumption,客户与服务耗材联合事实,服务任务、订单项目和耗材流水可关联客户与项目，需在语义视图内先固定归属和去重，避免自由 JOIN 放大金额。,ask_data_service_consumption_unit_economics_view,core:inventory:consumption,,,0.35,src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/inventory/inventory.controller.ts,ServiceTask|OrderItem|StockMovement|ProjectBomItem,"{""ServiceTask"":237,""ProductOrder"":670,""StockMovementServiceConsume"":363,""ProjectBomItem"":81}"
inventory-074,五、库存采购 Agent,消耗分析,有没有美容师用料比标准多很多的情况,admin_supported_ask_not_open,existing_facts_new_view,P1,staff_consumption_efficiency,员工耗材使用效率,BOM 和服务消耗事实存在，但当前 BOM 偏差视图没有员工维度，需要通过服务任务建立受控员工归属。,ask_data_staff_consumption_efficiency_view,core:inventory:consumption,,,0.35,src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/inventory/inventory.controller.ts,StockMovement|ProjectBomItem|ServiceTask|Beautician,"{""StockMovementServiceConsume"":363,""ProjectBomItem"":81,""ServiceTask"":237,""Beautician"":14}"
inventory-075,五、库存采购 Agent,消耗分析,这个月各项目的耗材成本各是多少,admin_supported_ask_not_open,existing_facts_new_view,P1,customer_service_consumption,客户与服务耗材联合事实,服务任务、订单项目和耗材流水可关联客户与项目，需在语义视图内先固定归属和去重，避免自由 JOIN 放大金额。,ask_data_service_consumption_unit_economics_view,core:inventory:consumption,,,0.35,src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/inventory/inventory.controller.ts,ServiceTask|OrderItem|StockMovement|ProjectBomItem,"{""ServiceTask"":237,""ProductOrder"":670,""StockMovementServiceConsume"":363,""ProjectBomItem"":81}"
inventory-076,五、库存采购 Agent,消耗分析,帮我看一下耗材成本占服务收入的比例,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,,,0.35,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
inventory-077,五、库存采购 Agent,消耗分析,有没有耗材被浪费或者使用不规范的情况,admin_supported_ask_not_open,existing_ask_direct,P0,bom_abnormal_consumption,耗材浪费与不规范,使用绝对偏差率超过 20% 的已治理异常标记，标准缺失时不伪造结论。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_bom_consumption_variance_view,core:inventory:consumption,bom_variance,ask_data_bom_consumption_variance_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-079,五、库存采购 Agent,消耗分析,帮我分析一下哪个项目的耗材成本最高,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-080,五、库存采购 Agent,消耗分析,如果接待量增加20%，库存够用吗,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-081,五、库存采购 Agent,消耗分析,我们每天大概消耗多少清洁类耗材,admin_supported_ask_not_open,existing_facts_new_view,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。,ask_data_inventory_turnover_view,core:inventory:stock,,,0.35,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-082,五、库存采购 Agent,消耗分析,最近消耗异常的产品有没有,admin_supported_ask_not_open,existing_ask_direct,P0,bom_abnormal_product,产品异常消耗,按商品聚合已标记异常的 BOM 实际消耗偏差。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_bom_consumption_variance_view,core:inventory:consumption,bom_variance,ask_data_bom_consumption_variance_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
inventory-084,五、库存采购 Agent,消耗分析,有没有可以用替代品降低耗材成本的地方,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
inventory-085,五、库存采购 Agent,消耗分析,这个月每日平均耗材费用是多少,admin_supported_ask_not_open,existing_ask_direct,P1,inventory_turnover_planning,库存周转与补货事实,库存、批次、消耗和采购事实存在，可计算历史消耗速度、库存可用天数和周转；预测补货仍应披露假设。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_inventory_turnover_view,core:inventory:stock,inventory_outbound_cost_estimate,ask_data_inventory_turnover_view,0.98,src/app/pages/StockManagement.tsx|src/app/pages/PurchaseManagement.tsx,packages/server-v2/src/inventory/inventory.controller.ts,Product|StockBatch|StockMovement|ProcurementOrderItem,"{""Product"":46,""StockBatch"":82,""StockMovement"":570,""ProcurementOrder"":3}"
inventory-087,五、库存采购 Agent,消耗分析,哪种产品的成本控制空间最大,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
inventory-088,五、库存采购 Agent,消耗分析,有没有耗材使用没有按规范记录的情况,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
inventory-089,五、库存采购 Agent,消耗分析,帮我对比一下各美容师的耗材使用效率,admin_supported_ask_not_open,existing_facts_new_view,P1,staff_consumption_efficiency,员工耗材使用效率,BOM 和服务消耗事实存在，但当前 BOM 偏差视图没有员工维度，需要通过服务任务建立受控员工归属。,ask_data_staff_consumption_efficiency_view,core:inventory:consumption,,,0.35,src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/inventory/inventory.controller.ts,StockMovement|ProjectBomItem|ServiceTask|Beautician,"{""StockMovementServiceConsume"":363,""ProjectBomItem"":81,""ServiceTask"":237,""Beautician"":14}"
finance-001,六、财务风控 Agent,收入与对账,今天收了多少钱,admin_supported_ask_not_open,existing_ask_direct,P0,payment_total_metric,实际收款,“收了多少钱”按支付记录实收金额统计，不等同订单营业额。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_flow,agent_v3_payment_refund_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-004,六、财务风控 Agent,收入与对账,帮我做一个今天的收入汇总,admin_supported_ask_not_open,existing_ask_direct,P0,daily_finance_summary,日收入汇总,使用日结收入、实收、退款、净收、订单数和客户数组织汇总。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_daily_settlement_view,core:finance:view,daily_net_receipts,agent_v3_daily_settlement_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-006,六、财务风控 Agent,收入与对账,这周每天的收入情况给我看一下,admin_supported_ask_not_open,existing_ask_direct,P0,daily_income_trend,每日收入趋势,按 settlement_date 返回本周每日收入与净收。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_daily_settlement_view,core:finance:view,daily_net_receipts,agent_v3_daily_settlement_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-007,六、财务风控 Agent,收入与对账,今天的收入和预期差多少,admin_supported_ask_not_open,backend_fact_incomplete,P2,financial_governance_missing,现金流、预算、手续费与审批治理,订单、支付和退款事实存在，但题目要求的预算、渠道手续费、审批状态、现金流账户或跨月资金治理没有完整事实模型。,,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx,packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,ProductOrder|PaymentRecord|RefundRecord|DailySettlement,"{""ProductOrder"":670,""PaymentRecord"":671,""RefundRecord"":42,""DailySettlement"":45}"
finance-008,六、财务风控 Agent,收入与对账,这个月比上个月多了还是少了,admin_supported_ask_not_open,sensitive_or_context,boundary,clarification_required,需补充关键查询槽位,问题只说明本月与上月增减，未说明营业额、实收、净收或其他指标；Ask 页面没有题库中的“财务 Agent”隐含上下文。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-011,六、财务风控 Agent,收入与对账,这个月储值收款有多少,admin_supported_ask_not_open,existing_ask_direct,P0,stored_value_receipt_metric,储值收款,按储值相关支付方式汇总当月收款。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_flow,agent_v3_payment_refund_view,0.95,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-016,六、财务风控 Agent,收入与对账,这个月次卡销售了多少金额,admin_supported_ask_not_open,existing_facts_new_view,P1,card_sales_fact,次卡销售时间事实,次卡资产视图有购卡实收但没有购卡时间，不能正确统计“这个月”。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-017,六、财务风控 Agent,收入与对账,有没有收款没有对应服务记录的情况,admin_supported_ask_not_open,existing_ask_direct,P0,payment_service_reconciliation,收款与服务对账,查询收款无对应服务的已检测对账异常，不从订单备注推断。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_reconciliation_issue_view,core:finance:view,reconciliation_issue,ask_data_reconciliation_issue_view,0.96,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-018,六、财务风控 Agent,收入与对账,今天所有员工的收款加起来多少,admin_supported_ask_not_open,existing_facts_new_view,P1,staff_customer_outcomes,员工客户经营结果,订单、服务任务、员工、客户、反馈和提成事实可以形成受控员工结果视图；必须固定客户归属与去重口径，不读取反馈原文。,ask_data_staff_customer_outcome_view,core:beautician-performance:view,,,0.35,src/app/pages/operation-profit/BeauticianPerformance.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/customer-feedback/customer-feedback.controller.ts,OrderItem|ServiceTask|Customer|CustomerServiceFeedback|CommissionRecord,"{""ProductOrder"":670,""ServiceTask"":237,""Customer"":1253,""CustomerServiceFeedback"":0,""CommissionRecord"":148}"
finance-019,六、财务风控 Agent,收入与对账,帮我看一下今天不同支付渠道的手续费,admin_supported_ask_not_open,backend_fact_incomplete,P2,financial_governance_missing,现金流、预算、手续费与审批治理,订单、支付和退款事实存在，但题目要求的预算、渠道手续费、审批状态、现金流账户或跨月资金治理没有完整事实模型。,,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx,packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,ProductOrder|PaymentRecord|RefundRecord|DailySettlement,"{""ProductOrder"":670,""PaymentRecord"":671,""RefundRecord"":42,""DailySettlement"":45}"
finance-020,六、财务风控 Agent,收入与对账,这个月到账的钱和开单的钱差多少,admin_supported_ask_not_open,existing_ask_direct,P0,payment_order_difference,到账与开单差额,使用同一日结视图中的 paid_amount 与 revenue_amount 汇总并计算差额，避免支付和订单明细 JOIN 放大。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_daily_settlement_view,core:finance:view,payment_order_difference,agent_v3_daily_settlement_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-021,六、财务风控 Agent,收入与对账,有没有客人预付了但还没使用的金额,admin_supported_ask_not_open,existing_ask_direct,P0,prepaid_unused_liability,未履约预付金,使用最新 confirmed 会员履约负债快照；无快照时明确提示未确认。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_member_liability_view,core:prepaid-liability:view,member_liability,ask_data_member_liability_view,0.94,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-025,六、财务风控 Agent,收入与对账,帮我出一份这周的收入明细报表,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
finance-027,六、财务风控 Agent,成本与毛利,帮我看一下各项目的毛利情况,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,project_sales,agent_v3_project_service_sales_view,0.98,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
finance-028,六、财务风控 Agent,成本与毛利,哪个项目的成本最高,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,,,0.35,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
finance-029,六、财务风控 Agent,成本与毛利,这个月耗材成本占了多少,admin_supported_ask_not_open,existing_ask_direct,P0,material_cost_ratio,耗材成本占比,使用 confirmed 利润快照材料成本除以营业收入，不读取 draft。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_confirmed_profit_view,core:operation-profit:view,confirmed_profit,ask_data_confirmed_profit_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-033,六、财务风控 Agent,成本与毛利,有没有哪个项目的毛利异常低,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,project_sales,agent_v3_project_service_sales_view,0.98,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
finance-037,六、财务风控 Agent,成本与毛利,有没有成本项目异常增加的情况,admin_supported_ask_not_open,existing_ask_direct,P0,operating_cost_change,成本项目异常增加,按成本类别比较当期与上一可比期金额变化。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_operating_cost_view,core:operation-cost:view,operating_cost,ask_data_operating_cost_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-039,六、财务风控 Agent,成本与毛利,这个月打折优惠减少了多少收入,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-041,六、财务风控 Agent,成本与毛利,有没有成本控制的空间,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,,,,,0.35,,,,{}
finance-043,六、财务风控 Agent,成本与毛利,帮我算一下盈亏平衡点，每月至少要做多少收入,admin_supported_ask_not_open,existing_facts_new_view,P1,break_even_revenue_snapshot,盈亏平衡收入快照,经营成本视图允许联查，但 confirmed 利润视图禁止 JOIN；必须先建立经审计的盈亏平衡语义快照，不得在自由 SQL 中临时拼接。,,,,,0.35,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-044,六、财务风控 Agent,成本与毛利,产品销售的毛利和服务项目的毛利哪个高,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,project_sales,agent_v3_project_service_sales_view,0.98,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
finance-045,六、财务风控 Agent,成本与毛利,有没有低价项目其实在亏损,admin_supported_ask_not_open,existing_facts_new_view,P1,product_project_margin,商品与项目经营毛利,订单明细、商品成本、项目销售和 BOM 成本均存在，但当前利润视图只有已确认月结总额，缺少商品/项目粒度的治理口径。,ask_data_item_margin_view,core:operation-profit:view,,,0.35,src/app/pages/finance/ProfitWorkbench.tsx|src/app/pages/ServiceConsumption.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,OrderItem|Product|ProjectBomItem|StockMovement,"{""ProductOrder"":670,""Product"":46,""ProjectBomItem"":81,""StockMovement"":570}"
finance-049,六、财务风控 Agent,成本与毛利,有没有可以在不影响服务的情况下降低成本的建议,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
finance-050,六、财务风控 Agent,成本与毛利,帮我做一个本月的成本利润分析报告,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
finance-052,六、财务风控 Agent,退款与折扣,今天有没有退款申请需要处理,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-054,六、财务风控 Agent,退款与折扣,哪个美容师的退款率最高,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-056,六、财务风控 Agent,退款与折扣,这个月打折优惠批了多少,admin_supported_ask_not_open,backend_fact_incomplete,P1,promotion_redemption_events,优惠发放与核销事件闭环,Promotion 有配置与累计计数，但开发门店当前 usedCount 合计为 0，且缺少逐次发放、核销、审批与授权事件，不能证明周期和滥用。,,core:marketing:view,,,0.35,src/app/pages/PromotionManagement.tsx,packages/server-v2/src/marketing/marketing.controller.ts,Promotion|ProductOrder,"{""Promotion"":30,""PromotionUsed"":0}"
finance-060,六、财务风控 Agent,退款与折扣,退款走了什么审批流程，合规吗,admin_supported_ask_not_open,backend_fact_incomplete,P2,financial_governance_missing,现金流、预算、手续费与审批治理,订单、支付和退款事实存在，但题目要求的预算、渠道手续费、审批状态、现金流账户或跨月资金治理没有完整事实模型。,,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx,packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,ProductOrder|PaymentRecord|RefundRecord|DailySettlement,"{""ProductOrder"":670,""PaymentRecord"":671,""RefundRecord"":42,""DailySettlement"":45}"
finance-061,六、财务风控 Agent,退款与折扣,有没有重复退款或者重复消费的情况,admin_supported_ask_not_open,existing_ask_direct,P0,duplicate_charge_refund_issue,重复收费与退款异常,只查询已检测的重复消费/重复退款对账异常。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_reconciliation_issue_view,core:finance:view,reconciliation_issue,ask_data_reconciliation_issue_view,0.96,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-063,六、财务风控 Agent,退款与折扣,退款是退到原支付方式还是储值余额,admin_supported_ask_not_open,backend_fact_incomplete,P2,unproven_backend_fact,未形成可证明的问数事实,静态页面或对象存在不足以证明题目所需事实；当前未找到完整、可持续且可按门店审计的数据链路。,agent_v3_customer_balance_view,core:prepaid-liability:view,customer_balance|payment_flow,agent_v3_customer_balance_view|agent_v3_payment_refund_view,0.56,,,,{}
finance-064,六、财务风控 Agent,退款与折扣,帮我看一下所有待审批的退款申请,admin_supported_ask_not_open,backend_fact_incomplete,P2,financial_governance_missing,现金流、预算、手续费与审批治理,订单、支付和退款事实存在，但题目要求的预算、渠道手续费、审批状态、现金流账户或跨月资金治理没有完整事实模型。,,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx,packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,ProductOrder|PaymentRecord|RefundRecord|DailySettlement,"{""ProductOrder"":670,""PaymentRecord"":671,""RefundRecord"":42,""DailySettlement"":45}"
finance-066,六、财务风控 Agent,退款与折扣,有没有退款后马上重新消费的异常情况,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-067,六、财务风控 Agent,退款与折扣,员工自主给客户打折的权限是多少,admin_supported_ask_not_open,backend_fact_incomplete,P1,promotion_redemption_events,优惠发放与核销事件闭环,Promotion 有配置与累计计数，但开发门店当前 usedCount 合计为 0，且缺少逐次发放、核销、审批与授权事件，不能证明周期和滥用。,,core:marketing:view,,,0.35,src/app/pages/PromotionManagement.tsx,packages/server-v2/src/marketing/marketing.controller.ts,Promotion|ProductOrder,"{""Promotion"":30,""PromotionUsed"":0}"
